brnd_name,forecast_2024_total_spending
acetaminophen-codeine,22876447.33
acetaminophen-codeine,2247.763289
acetazolamide,14511088.49
acetazolamide,2232.643077
acetazolamide,1457522.708
acetazolamide,1103038.123
acetazolamide,529591.915
acetazolamide,1440788.055
acetazolamide,1228370.604
acetazolamide,2964433.822
acetazolamide,5616017.769
acetazolamide,2848.070345
acetazolamide,265836.7206
acetazolamide,10263.03585
acetazolamide er,6378472.578
acetazolamide er,2038.288122
acetazolamide er,1219185.513
acetazolamide er,130381.8759
acetazolamide er,1754431.7
acetazolamide er,1589870.546
acetazolamide er,1134185.246
acetazolamide er,433822.8006
acetazolamide sodium,10058.34487
acetazolamide sodium,9967.667026
acetic acid,1561853.456
acetic acid,31853.67466
acetic acid,133096.715
acetic acid,882251.4856
acetic acid,54338.70416
acetic acid,203117.8691
acetic acid,312437.3317
acetylcysteine,1957263.723
acetylcysteine,748137.3467
acetylcysteine,127450.1521
acetylcysteine,38743.52996
acetylcysteine,10569.60368
acetylcysteine,690715.1027
acetylcysteine,13311.14945
acetylcysteine,109272.4155
acetylcysteine,107591.5093
acetylcysteine,7639.276173
aciphex,15174046.44
aciphex,495771.1933
aciphex,15338147.48
acitretin,20392704.07
acitretin,5056394.389
acitretin,6646294.011
acitretin,1042505.731
acitretin,290972.1429
acitretin,7821764.494
actemra actpen,140924608.0
actemra actpen,161543513.4
actemra,105181549.3
actemra,103058215.6
acthar,127740902.6
acthar,259003468.3
acthib,70853.98583
acthib,70149.52909
actimmune,14340126.73
actimmune,29694371.49
activella,129903.9567
activella,129871.5905
actonel,1149829.981
actonel,1153779.247
actoplus met,124951.877
actoplus met,124562.867
actos,965912.8939
actos,963230.6074
acular,68564.56744
acular,68286.88448
acular ls,22737.02059
acular ls,22661.58316
acuvail,172336.8475
acuvail,171677.096
acyclovir sodium,46787.83993
acyclovir sodium,1204.008556
acyclovir sodium,25520.51992
acyclovir sodium,19784.10311
acyclovir,47351055.42
acyclovir,335543.9689
acyclovir,4264683.623
acyclovir,9936.733316
acyclovir,616422.7768
acyclovir,56033.8037
acyclovir,3962.714824
acyclovir,64464.4626
acyclovir,876444.7189
acyclovir,1144335.491
acyclovir,388237.0856
acyclovir,2355.717932
acyclovir,1135072.238
acyclovir,1105781.754
acyclovir,18245.89881
acyclovir,2958730.999
acyclovir,170758.7619
acyclovir,959.8278312
acyclovir,370534.4099
acyclovir,3799.294712
acyclovir,1161068.636
acyclovir,3985316.328
acyclovir,31463.72332
acyclovir,5889.371766
acyclovir,860176.0105
acyclovir,17847.69211
acyclovir,10334.21394
acyclovir,5405.950569
acyclovir,4437846.444
acyclovir,17281821.71
acyclovir,21939.45917
acyclovir,215.8804625
acyclovir,4183595.189
acyclovir,4456.811615
acyclovir,1696699.379
acyclovir,14442.05689
acyclovir,2333061.472
aczone,89143.35412
aczone,88554.26225
adacel tdap,15921097.77
adacel tdap,15842779.31
adakveo,7050344.934
adakveo,6629796.425
adalimumab-adaz(cf),26442.89398
adalimumab-adaz(cf),26169.24401
adalimumab-adaz(cf) pen,77410.70853
adalimumab-adaz(cf) pen,76287.5385
adalimumab-fkjp(cf) pen,49462.80473
adalimumab-fkjp(cf) pen,49005.97036
adapalene,3170596.894
adapalene,4989.284863
adapalene,4068.282407
adapalene,114017.7574
adapalene,187848.3179
adapalene,16559.69745
adapalene,23896.55659
adapalene,333786.6762
adapalene,46010.67411
adapalene,286781.2063
adapalene,237948.3192
adapalene,1712422.388
adapalene-benzoyl peroxide,294560.1876
adapalene-benzoyl peroxide,9619.04991
adapalene-benzoyl peroxide,12392.73248
adapalene-benzoyl peroxide,36635.83905
adapalene-benzoyl peroxide,10819.97353
adapalene-benzoyl peroxide,14935.80232
adapalene-benzoyl peroxide,32640.53421
adapalene-benzoyl peroxide,45182.27856
adapalene-benzoyl peroxide,63183.68904
adapalene-benzoyl peroxide,55860.21173
adbry,34465454.12
adbry,35307472.67
adcetris,2813604.846
adcetris,3092470.863
adcirca,29096113.7
adcirca,29964196.88
adderall,9441025.848
adderall,9448368.858
adderall xr,16682621.4
adderall xr,16757724.97
adefovir dipivoxil,2867842.697
adefovir dipivoxil,2896960.471
adefovir dipivoxil,50663.97043
adempas,254359961.7
adempas,529218488.3
adlarity,2377024.456
adlarity,2398850.994
admelog,1417657.653
admelog,1416270.202
admelog solostar,4070861.039
admelog solostar,4065250.397
adrenalin,48649.71198
adrenalin,48632.40902
adthyza,17690.35433
adthyza,17658.63666
advair diskus,153293023.8
advair diskus,636370884.6
advair hfa,140409215.1
advair hfa,350251718.8
advocate pen needle,222033.356
advocate pen needle,221892.4731
advocate pen needles,1909082.106
advocate pen needles,1909723.6
advocate syringes,176383.0939
advocate syringes,176211.5197
advocate syringes,527149.3856
advocate syringes,527284.1393
advocate syringes,504930.9225
advocate syringes,504845.9158
adzenys xr-odt,1135988.268
adzenys xr-odt,1145706.686
aemcolo,5753.090178
aemcolo,5721.654593
afinitor,32196186.94
afinitor,34671318.54
afinitor disperz,4329359.362
afinitor disperz,6265750.23
afrezza,20734139.07
afrezza,20477093.27
agrylin,229576.5697
agrylin,228169.6056
aimovig autoinjector,189671694.4
aimovig autoinjector,297371809.0
airduo digihaler,621198.8071
airduo digihaler,621664.3494
airduo respiclick,205304.4509
airduo respiclick,205234.9223
airsupra,929982.0044
airsupra,928054.3842
ajovy autoinjector,62923273.66
ajovy autoinjector,60326834.35
ajovy syringe,27612154.51
ajovy syringe,27522634.04
ak-poly-bac,1014.707681
ak-poly-bac,1016.53852
akeega,605713.7827
akeega,584278.4215
aklief,202636.7739
aklief,202130.0375
akten,1316.419974
akten,1314.687351
akynzeo,4219619.115
akynzeo,4208056.898
akynzeo,440435.1333
akynzeo,438940.0144
ala-cort,7616.261843
ala-cort,7567.56138
ala-scalp,150776.3793
ala-scalp,150687.254
albendazole,9854848.606
albendazole,2434769.906
albendazole,129338.2905
albendazole,267304.8316
albendazole,758104.5259
albendazole,771328.2944
albendazole,7020819.649
albuked-25,3659.564339
albuked-25,3653.867997
albumin (human),12981.18326
albumin (human),12775.96964
alburx,8148.915024
alburx,8067.100497
albutein,11474.80897
albutein,11478.50001
albuterol sulfate hfa,458773306.9
albuterol sulfate hfa,287090387.7
albuterol sulfate hfa,100030.5413
albuterol sulfate hfa,560609.8187
albuterol sulfate hfa,27571467.26
albuterol sulfate hfa,61993492.85
albuterol sulfate hfa,54882.9917
albuterol sulfate hfa,28209380.57
albuterol sulfate hfa,138209271.9
albuterol sulfate hfa,121795991.0
albuterol sulfate hfa,3624.020263
albuterol sulfate,12471749.42
albuterol sulfate,1686703.271
albuterol sulfate,1571789.181
albuterol sulfate,221963.1395
albuterol sulfate,483632.0944
albuterol sulfate,34037.86142
albuterol sulfate,1985485.024
albuterol sulfate,255141.2922
albuterol sulfate,2403314.22
albuterol sulfate,1863428.247
albuterol sulfate,563490.6975
albuterol sulfate,127323.6163
albuterol sulfate,41315.77242
albuterol sulfate,21762.72157
albuterol sulfate,1582.056093
albuterol sulfate,169483.6282
alclometasone dipropionate,2431937.303
alclometasone dipropionate,488777.2416
alclometasone dipropionate,97814.2673
alclometasone dipropionate,1868258.404
alcohol pads,11496767.77
alcohol pads,527933.3522
alcohol pads,10943086.14
alcohol prep pads,13558941.5
alcohol prep pads,169560.3221
alcohol prep pads,531865.4123
alcohol prep pads,869896.9145
alcohol prep pads,363029.2697
alcohol prep pads,33119.53646
alcohol prep pads,3418.639255
alcohol prep pads,13383.38349
alcohol prep pads,15534.82709
alcohol prep pads,9660.339792
alcohol prep pads,1934.914463
alcohol prep pads,81530.98769
alcohol prep pads,501331.3807
alcohol prep pads,1193090.066
alcohol prep pads,18163.6213
alcohol prep pads,8788673.267
alcohol prep pads,754.3362009
alcohol prep pads,82703.52734
alcohol prep pads,47455.3982
alcohol swab,167851.1996
alcohol swab,166793.3591
alcohol swabs,932716.8655
alcohol swabs,645443.2036
alcohol swabs,69.38579449
alcohol swabs,1421.673407
alcohol swabs,133626.6631
alcohol swabs,100.7730836
alcohol swabs,329.2668504
alcohol swabs,41480.48818
alcohol swabs,72.30515295
alcohol swabs,26927.82266
alcohol swabs,50029.36697
alcohol wipes,11560.20143
alcohol wipes,472.6872016
alcohol wipes,9419.217108
alcohol wipes,400.6655081
aldactazide,32130.9056
aldactazide,31798.8113
aldactone,536824.4794
aldactone,534855.3006
aldurazyme,2742850.097
aldurazyme,3530391.108
alecensa,133855989.5
alecensa,191646678.3
alendronate sodium,83509736.51
alendronate sodium,89415.47869
alendronate sodium,2632.065156
alendronate sodium,3033.957305
alendronate sodium,74577.61677
alendronate sodium,30222713.79
alendronate sodium,24613700.46
alendronate sodium,453279.8879
alendronate sodium,11172132.83
alendronate sodium,21336691.03
alendronate sodium,3783074.637
alfuzosin hcl er,25485391.79
alfuzosin hcl er,84918.74486
alfuzosin hcl er,60602.26534
alfuzosin hcl er,273464.0063
alfuzosin hcl er,15502976.24
alfuzosin hcl er,6101.127865
alfuzosin hcl er,11732674.32
alfuzosin hcl er,750909.0499
alimta,1976872.444
alimta,2129512.144
aliqopa,302406.206
aliqopa,298841.3603
aliskiren,11836070.25
aliskiren,6074260.388
aliskiren,5726461.786
allopurinol,160392708.3
allopurinol,8435984.166
allopurinol,20510267.28
allopurinol,24570.13697
allopurinol,4704046.819
allopurinol,12840944.13
allopurinol,2555504.123
allopurinol,985.0464287
allopurinol,1634920.662
allopurinol,7727901.785
allopurinol,35409.78673
allopurinol,36641905.67
allopurinol,191.8842463
allopurinol,15318276.07
allopurinol,532.3145659
allopurinol,16120.36569
allopurinol,20076.92187
allopurinol,23968.05782
allopurinol,3015283.914
allopurinol,15918116.21
allzital,3607.007999
allzital,3594.348832
almotriptan malate,1819382.712
almotriptan malate,936107.2007
almotriptan malate,849849.2034
alogliptin,14346972.42
alogliptin,14369664.5
alogliptin-metformin,1089036.963
alogliptin-metformin,1084334.398
alogliptin-pioglitazone,380982.485
alogliptin-pioglitazone,380819.3361
alomide,110492.9998
alomide,41722.70045
alomide,65944.54071
alosetron hcl,11004646.44
alosetron hcl,37419.26047
alosetron hcl,17446.36539
alosetron hcl,5148780.365
alosetron hcl,24540.57349
alosetron hcl,3147891.368
alosetron hcl,3776460.898
alphagan p,122776086.1
alphagan p,170037055.0
alprazolam,81200497.09
alprazolam,22861531.82
alprazolam,15755754.3
alprazolam,35869898.65
alprazolam,5971042.221
alprazolam,3523001.722
alprazolam er,2286081.204
alprazolam er,2008417.184
alprazolam er,251705.2908
alprazolam intensol,47170.8629
alprazolam intensol,47116.18074
alprazolam odt,582736.5477
alprazolam odt,583176.5273
alprazolam odt,3844.406893
alprazolam xr,497657.9632
alprazolam xr,497809.7009
alrex,11034947.97
alrex,11087029.72
altabax,75865.67907
altabax,75609.57434
altace,1764438.418
altace,1778901.715
altavera,79201.01114
altavera,79356.1886
altoprev,819436.6358
altoprev,818778.1134
altreno,83984.24381
altreno,83835.05693
alunbrig,36504520.57
alunbrig,37205114.35
alvesco,35874567.81
alvesco,35984108.85
alyacen,139338.8545
alyacen,139665.6735
alymsys,478506.0927
alymsys,477001.7522
alyq,1515472.336
alyq,1538307.145
amabelz,68967.62319
amabelz,68993.28408
amantadine,31808793.7
amantadine,383.2897396
amantadine,13727.58044
amantadine,1288084.257
amantadine,48268.55115
amantadine,1231609.447
amantadine,689738.4398
amantadine,7867283.66
amantadine,329688.1315
amantadine,4649842.488
amantadine,1580.152594
amantadine,1636078.475
amantadine,2045083.885
amantadine,12334.62537
amantadine,1273.653707
amantadine,16954.46889
amantadine,4997133.338
amantadine,482899.9936
amantadine,6454439.853
amaryl,189500.7397
amaryl,189696.5511
ambien,12435040.85
ambien,12455658.74
ambien cr,5347131.994
ambien cr,5364563.543
ambisome,1148255.066
ambisome,1214414.651
ambrisentan,228172786.0
ambrisentan,148239406.5
ambrisentan,542752.9621
ambrisentan,56398581.4
ambrisentan,90636118.91
ambrisentan,12556353.86
ambrisentan,2765671.652
amcinonide,10764.94894
amcinonide,10771.43395
amethia,1808.315069
amethia,1807.756958
amethyst,37099.22033
amethyst,16634.82219
amethyst,19564.14116
amicar,58004.33701
amicar,57659.52703
amikacin sulfate,1214968.422
amikacin sulfate,16103.57393
amikacin sulfate,6666.603481
amikacin sulfate,948888.2219
amikacin sulfate,112452.779
amikacin sulfate,124433.5497
amikacin sulfate,19257.37276
amiloride hcl,2163098.612
amiloride hcl,768524.6464
amiloride hcl,306090.4442
amiloride hcl,1057249.711
amiloride-hydrochlorothiazide,1257523.807
amiloride-hydrochlorothiazide,4123.768214
amiloride-hydrochlorothiazide,1258112.671
aminocaproic acid,2439369.527
aminocaproic acid,326974.0418
aminocaproic acid,156439.9521
aminocaproic acid,64058.8635
aminocaproic acid,10570.01145
aminocaproic acid,229188.6952
aminocaproic acid,27082.12191
aminocaproic acid,253884.1185
aminocaproic acid,789139.4655
aminocaproic acid,285313.8877
aminocaproic acid,390548.1543
amiodarone hcl,88653145.69
amiodarone hcl,427.3407753
amiodarone hcl,15064088.59
amiodarone hcl,6391.493672
amiodarone hcl,14234470.98
amiodarone hcl,6339633.492
amiodarone hcl,378903.6287
amiodarone hcl,152380.8352
amiodarone hcl,16586117.09
amiodarone hcl,31403726.08
amiodarone hcl,3383643.432
amitiza,7516469.785
amitiza,7471205.859
amitriptyline hcl,80238603.76
amitriptyline hcl,1363472.685
amitriptyline hcl,11414.723
amitriptyline hcl,25883102.09
amitriptyline hcl,154546.3624
amitriptyline hcl,183773.6746
amitriptyline hcl,5222227.538
amitriptyline hcl,14557221.46
amitriptyline hcl,4837271.356
amitriptyline hcl,229.8566364
amitriptyline hcl,10364402.28
amitriptyline hcl,7930193.324
amjevita(cf),8438390.336
amjevita(cf),8418216.58
amjevita(cf) autoinjector,32246009.77
amjevita(cf) autoinjector,10808130.41
amjevita(cf) autoinjector,22993357.7
amlodipine besylate,185345779.7
amlodipine besylate,12237661.53
amlodipine besylate,1255658.532
amlodipine besylate,135836408.3
amlodipine besylate,16094.52776
amlodipine besylate,683462.5264
amlodipine besylate,108832457.7
amlodipine besylate,111196.8086
amlodipine besylate,696.8467015
amlodipine besylate,406208.8149
amlodipine besylate,1535951.356
amlodipine besylate,143.6643495
amlodipine besylate,198093.9882
amlodipine besylate,91969792.25
amlodipine besylate,20092495.21
amlodipine besylate,33405.7282
amlodipine besylate,2901.547455
amlodipine besylate,127802.8
amlodipine besylate,51739885.2
amlodipine besylate,3296.534998
amlodipine besylate,203.0229905
amlodipine besylate,11092.10057
amlodipine besylate,347202.9012
amlodipine besylate-benazepril,42569502.33
amlodipine besylate-benazepril,11573052.08
amlodipine besylate-benazepril,2074368.28
amlodipine besylate-benazepril,15967474.3
amlodipine besylate-benazepril,4446263.644
amlodipine besylate-benazepril,7642527.017
amlodipine-atorvastatin,23708019.68
amlodipine-atorvastatin,3689818.877
amlodipine-atorvastatin,110594.0525
amlodipine-atorvastatin,10669889.53
amlodipine-atorvastatin,3568047.67
amlodipine-atorvastatin,7681830.453
amlodipine-olmesartan,21873950.26
amlodipine-olmesartan,3957302.166
amlodipine-olmesartan,901836.339
amlodipine-olmesartan,55939.31079
amlodipine-olmesartan,2943347.264
amlodipine-olmesartan,5106177.122
amlodipine-olmesartan,6194755.928
amlodipine-olmesartan,252532.4783
amlodipine-olmesartan,2037117.677
amlodipine-valsartan,25557756.29
amlodipine-valsartan,4248.406909
amlodipine-valsartan,72923.52384
amlodipine-valsartan,17664716.12
amlodipine-valsartan,33795.948
amlodipine-valsartan,2456241.766
amlodipine-valsartan,8629878.965
amlodipine-valsartan-hctz,6077829.294
amlodipine-valsartan-hctz,14939.55807
amlodipine-valsartan-hctz,6070184.068
ammonium lactate,28251593.41
ammonium lactate,16588462.59
ammonium lactate,12309284.06
amnesteem,402340.3199
amnesteem,402376.2339
amondys-45,4056352.86
amondys-45,4903718.268
amoxapine,195968.1836
amoxapine,195625.2371
amoxicillin,58803685.92
amoxicillin,10382.19785
amoxicillin,1839067.587
amoxicillin,2138508.928
amoxicillin,4142465.977
amoxicillin,10341849.05
amoxicillin,8102496.29
amoxicillin,118379.2934
amoxicillin,5576028.632
amoxicillin,297.6928464
amoxicillin,339.8338333
amoxicillin-clavulanate pot er,1599156.2
amoxicillin-clavulanate pot er,1598559.432
amoxicillin-clavulanate potass,57177760.24
amoxicillin-clavulanate potass,22336162.96
amoxicillin-clavulanate potass,1895110.998
amoxicillin-clavulanate potass,11145426.95
amoxicillin-clavulanate potass,64315.90658
amoxicillin-clavulanate potass,10055970.19
amoxicillin-clavulanate potass,5986970.872
amoxicillin-clavulanate potass,752.9270815
amoxicillin-clavulanate potass,528505.7333
amoxicillin-clavulanate potass,28060.35808
amoxicillin-clavulanate potass,3773197.057
amoxicillin-clavulanate potass,17359756.71
amphetamine sulfate,186747.5098
amphetamine sulfate,91689.09319
amphetamine sulfate,20902.68183
amphetamine sulfate,46213.57567
amphetamine sulfate,23620.45676
amphotericin b,2067.880257
amphotericin b,2053.855144
amphotericin b liposome,965518.4563
amphotericin b liposome,603731.0276
amphotericin b liposome,404604.7669
ampicillin sodium,4472376.614
ampicillin sodium,41230.51525
ampicillin sodium,27685.35024
ampicillin sodium,1239620.105
ampicillin sodium,239110.7788
ampicillin sodium,149608.7409
ampicillin sodium,34247.05348
ampicillin sodium,31835.9543
ampicillin sodium,217398.1885
ampicillin sodium,1285111.295
ampicillin sodium,356618.7419
ampicillin sodium,5865.131696
ampicillin sodium,83632.23685
ampicillin sodium,752823.9059
ampicillin sodium,31169.30583
ampicillin sodium,2036.707064
ampicillin trihydrate,1308431.619
ampicillin trihydrate,1174.380946
ampicillin trihydrate,1316452.089
ampicillin-sulbactam,2788553.58
ampicillin-sulbactam,24291.81065
ampicillin-sulbactam,213896.9839
ampicillin-sulbactam,212404.3543
ampicillin-sulbactam,19118.21146
ampicillin-sulbactam,51091.08369
ampicillin-sulbactam,19946.73626
ampicillin-sulbactam,188564.5679
ampicillin-sulbactam,266894.7063
ampicillin-sulbactam,8077.665391
ampicillin-sulbactam,120339.3697
ampicillin-sulbactam,1579661.584
ampyra,43756578.97
ampyra,43968374.79
amrix,594943.4219
amrix,590117.8067
amvuttra,24433036.63
amvuttra,42399066.01
amzeeq,361409.4919
amzeeq,330094.712
amzeeq,22754.63499
anafranil,1078643.461
anafranil,1070970.436
anagrelide hcl,8784056.044
anagrelide hcl,1161763.448
anagrelide hcl,6248392.063
analpram hc,10031.50457
analpram hc,10009.76233
anaspaz,515.4099564
anaspaz,514.8358469
anastrozole,49488955.73
anastrozole,13260302.72
anastrozole,6851622.966
anastrozole,2039334.453
anastrozole,212.1883561
anastrozole,3480.864958
anastrozole,92489.77283
anastrozole,21920.0809
anastrozole,22342.58355
anastrozole,242108.2447
anastrozole,5361.007523
anastrozole,6439865.393
anastrozole,17462844.15
androderm,3191391.256
androderm,3157733.19
androgel,4516270.396
androgel,3209301.104
androgel,2070647.795
angeliq,435647.7604
angeliq,435013.6208
annovera,106886.2834
annovera,106497.9442
anoro ellipta,159492246.0
anoro ellipta,557045927.8
antivert,2115.322775
antivert,2107.59816
anusol-hc,38559.0865
anusol-hc,38226.02393
apexicon e,72336.98953
apexicon e,72321.79076
apidra,2768754.241
apidra,2786542.544
apidra solostar,8149881.729
apidra solostar,8130280.339
aplenzin,19418609.95
aplenzin,18795958.27
apokyn,57673141.09
apokyn,67381313.85
apomorphine hcl,281592.0099
apomorphine hcl,278327.6608
apraclonidine hcl,334401.8448
apraclonidine hcl,291274.3743
apraclonidine hcl,56880.83415
aprepitant,8650304.533
aprepitant,4229398.937
aprepitant,3410948.418
aprepitant,980991.2506
apretude,11791029.9
apretude,11701840.6
apri,165678.5576
apri,166577.5176
apriso,5977745.637
apriso,5950326.386
aptensio xr,47603.38912
aptensio xr,47481.81308
aptiom,106171384.0
aptiom,117686844.3
aptivus,1337667.331
aptivus,1333464.559
aralast np,41045453.52
aralast np,38410703.98
aranelle,22714.3557
aranelle,22703.99044
aranesp,58580485.7
aranesp,74194372.01
arava,1002718.28
arava,1012660.485
arazlo,307997.2026
arazlo,307602.5531
arcalyst,23613593.67
arcalyst,28690343.23
arestin,3904411.697
arestin,3871141.882
arexvy,475989676.0
arexvy,1058860059.0
arformoterol tartrate,4112429.238
arformoterol tartrate,417096.933
arformoterol tartrate,141586.653
arformoterol tartrate,1154575.651
arformoterol tartrate,814488.4307
arformoterol tartrate,111467.1623
arformoterol tartrate,1783404.678
aricept,1516759.695
aricept,1552639.551
arikayce,127864108.9
arikayce,164237279.3
arimidex,4505022.392
arimidex,4461948.388
aripiprazole,285096191.9
aripiprazole,27991467.17
aripiprazole,60581067.74
aripiprazole,4776.936419
aripiprazole,343335.0898
aripiprazole,3582.274992
aripiprazole,4850821.297
aripiprazole,20510571.51
aripiprazole,35594091.2
aripiprazole,732717.2502
aripiprazole,49846983.19
aripiprazole,1158.326887
aripiprazole,38007.76224
aripiprazole,101851.863
aripiprazole,35470567.73
aripiprazole,19607987.15
aripiprazole,3906040.194
aripiprazole,167052.8813
aripiprazole,1949381.322
aripiprazole,832851.6155
aripiprazole,33754148.35
aripiprazole,12239.32083
aripiprazole,25039631.85
aripiprazole,4742.270474
aripiprazole,74759764.4
aripiprazole odt,9380047.542
aripiprazole odt,1032809.478
aripiprazole odt,3999235.967
aripiprazole odt,15065.56875
aripiprazole odt,2329013.747
aripiprazole odt,1539753.12
aristada,172100459.9
aristada,247041973.8
aristada initio,3571685.411
aristada initio,3635253.366
arixtra,229991.8491
arixtra,228358.0598
armodafinil,11743187.66
armodafinil,1155980.31
armodafinil,1988940.661
armodafinil,1675313.004
armodafinil,5998010.762
armodafinil,949150.9891
armonair digihaler,371827.0009
armonair digihaler,371991.1273
armour thyroid,24307060.51
armour thyroid,23944239.16
arnuity ellipta,101579400.5
arnuity ellipta,99489752.94
aromasin,1246326.228
aromasin,1275012.062
arthrotec 50,218692.0658
arthrotec 50,216445.5027
arthrotec 75,639158.8054
arthrotec 75,636459.7838
asa-butalb-caffeine-codeine,1741947.752
asa-butalb-caffeine-codeine,1731369.583
asacol hd,73189.26782
asacol hd,72966.89434
asceniv,3373915.624
asceniv,4391893.935
ascomp with codeine,842866.9776
ascomp with codeine,842286.9325
asenapine maleate,29484375.49
asenapine maleate,2367675.966
asenapine maleate,7345167.639
asenapine maleate,7111425.277
asenapine maleate,9497301.228
ashlyna,93348.26471
ashlyna,93410.88082
asmanex,14937453.0
asmanex,14949839.6
asmanex hfa,7733798.201
asmanex hfa,7724993.667
aspirin-dipyridamole er,35551409.19
aspirin-dipyridamole er,2085065.299
aspirin-dipyridamole er,2699931.565
aspirin-dipyridamole er,6180120.864
aspirin-dipyridamole er,16213.76194
aspirin-dipyridamole er,5916148.727
aspirin-dipyridamole er,10102823.69
aspirin-dipyridamole er,4672164.061
aspirin-dipyridamole er,6141.350835
aspruzyo sprinkle,140641.3075
aspruzyo sprinkle,140489.9536
assure id insulin safety,532.491583
assure id insulin safety,532.0864655
assure id insulin safety,866.7855134
assure id insulin safety,865.4039471
assure id pen needle,17390.07181
assure id pen needle,17365.59161
astagraf xl,446581.711
astagraf xl,448316.4253
atacand,2017973.693
atacand,2019110.537
atacand hct,585208.4965
atacand hct,584844.5859
atazanavir sulfate,7605204.029
atazanavir sulfate,2078666.907
atazanavir sulfate,173356.424
atazanavir sulfate,931319.2179
atazanavir sulfate,233933.2968
atazanavir sulfate,2980721.116
atazanavir sulfate,506499.9732
atazanavir sulfate,692622.2774
atelvia,211616.2294
atelvia,211712.0822
atenolol,58806544.52
atenolol,31396.4822
atenolol,3104.921346
atenolol,2752.96939
atenolol,623442.6399
atenolol,16083431.89
atenolol,17136177.37
atenolol,467.9601493
atenolol,14436997.9
atenolol,13911335.22
atenolol,7519398.951
atenolol,84915.28042
atenolol-chlorthalidone,15672424.27
atenolol-chlorthalidone,8140558.882
atenolol-chlorthalidone,2096216.575
atenolol-chlorthalidone,1471684.873
atenolol-chlorthalidone,1152071.741
atenolol-chlorthalidone,558.398689
atenolol-chlorthalidone,3068931.037
ativan,25130718.63
ativan,25881310.25
ativan,6073.915455
atomoxetine hcl,44602450.1
atomoxetine hcl,2487984.048
atomoxetine hcl,7905.801656
atomoxetine hcl,7140438.4
atomoxetine hcl,1329515.866
atomoxetine hcl,2639620.806
atomoxetine hcl,15815236.02
atomoxetine hcl,1499370.876
atomoxetine hcl,11337840.15
atomoxetine hcl,189472.0829
atorvaliq,166945.5303
atorvaliq,167766.1913
atorvastatin calcium,449979530.9
atorvastatin calcium,1441.774248
atorvastatin calcium,79021.60286
atorvastatin calcium,71170446.47
atorvastatin calcium,81734090.22
atorvastatin calcium,689049.2949
atorvastatin calcium,93951401.19
atorvastatin calcium,7541.836422
atorvastatin calcium,43704.73468
atorvastatin calcium,34761.0901
atorvastatin calcium,32888684.89
atorvastatin calcium,28558464.34
atorvastatin calcium,68680621.83
atorvastatin calcium,36876844.37
atorvastatin calcium,177.8779234
atorvastatin calcium,1983204.64
atorvastatin calcium,494761.6444
atorvastatin calcium,1185.873635
atorvastatin calcium,80113750.77
atorvastatin calcium,858219.3509
atorvastatin calcium,15939450.54
